@relation data

@attribute common numeric
@attribute adamic numeric
@attribute jaccards numeric
@attribute class {1,0}

@data
1, 0.149773382337, 0.00280112044818, 0
1, 0.175423812702, 0.00280112044818, 0
1, 0.132109446402, 0.00280112044818, 0
1, 0.150720679903, 0.00280112044818, 1
1, 0.125548011647, 0.00280112044818, 0
1, 0.174599665965, 0.00280112044818, 1
1, 0.144419852365, 0.00280112044818, 0
1, 0.168712198451, 0.00280112044818, 0
1, 0.139235335281, 0.00280112044818, 0
1, 0.135282902211, 0.00280112044818, 1
1, 0.125548011647, 0.00280112044818, 0
1, 0.165646488528, 0.00280112044818, 0
1, 0.145045194492, 0.00280112044818, 0
1, 0.153434173731, 0.00280112044818, 0
1, 0.147476452644, 0.00280112044818, 1
1, 0.162362562344, 0.00280112044818, 0
1, 0.133799120248, 0.00280112044818, 0
1, 0.162977974303, 0.00280112044818, 0
1, 0.165646488528, 0.00280112044818, 0
1, 0.144088663462, 0.00280112044818, 1
1, 0.14656210955, 0.00280112044818, 0
1, 0.164435702674, 0.00280112044818, 0
1, 0.159413370058, 0.00280112044818, 0
1, 0.144088663462, 0.00280112044818, 0
1, 0.168712198451, 0.00280112044818, 0
1, 0.142878848972, 0.00280112044818, 0
1, 0.286638250936, 0.00560224089636, 0
1, 0.136564163955, 0.00280112044818, 0
1, 0.159026325555, 0.00280112044818, 0
1, 0.131939154941, 0.00280112044818, 0
26, 0.154305773216, 0.00280112044818, 0
1, 3.66986774078, 0.0728291316527, 0
1, 0.135282902211, 0.00280112044818, 0
1, 0.141660652788, 0.00280112044818, 0
1, 0.168919463175, 0.00280112044818, 0
1, 0.148022225891, 0.00280112044818, 0
1, 0.137075193667, 0.00280112044818, 0
1, 0.143764143249, 0.00280112044818, 0
1, 4.29422547508, 0.0569620253165, 0
1, 0.175990303643, 0.00280112044818, 0
1, 0.143764143249, 0.00280112044818, 0
1, 0.153059908907, 0.00280112044818, 0
1, 0.464031557719, 0.00840336134454, 0
1, 0.158030905366, 0.00280112044818, 0
1, 0.162362562344, 0.00280112044818, 0
5, 0.142980485436, 0.00280112044818, 0
1, 0.125577815144, 0.00280112044818, 0
1, 0.13849283458, 0.00280112044818, 0
1, 0.129899347875, 0.00280112044818, 0
1, 0.126267666609, 0.00280112044818, 0
1, 0.171341963247, 0.00280112044818, 0
1, 0.126267666609, 0.00280112044818, 1
1, 1.31289647987, 0.0252100840336, 1
1, 0.15778997892, 0.00280112044818, 0
1, 0.128975044425, 0.00280112044818, 0
1, 0.407370800651, 0.00840336134454, 1
2, 0.154305773216, 0.00280112044818, 0
1, 0.28296869058, 0.00560224089636, 0
2, 0.151466525691, 0.00280112044818, 0
1, 0.140100622008, 0.00280112044818, 0
1, 0.145045194492, 0.00280112044818, 0
1, 0.128687054229, 0.00280112044818, 0
1, 0.171341963247, 0.00280112044818, 0
1, 0.158274930038, 0.00280112044818, 0
1, 0.153434173731, 0.00280112044818, 0
1, 0.174331486087, 0.00280112044818, 1
1, 0.159026325555, 0.00280112044818, 0
1, 0.133204077205, 0.00280112044818, 0
1, 0.175145758888, 0.00280112044818, 0
1, 0.156742333706, 0.00280112044818, 0
1, 0.167705191399, 0.00280112044818, 0
1, 0.136167794257, 0.00280112044818, 1
1, 4.12027948135, 0.078431372549, 1
1, 1.11623818178, 0.0224089635854, 0
1, 0.146309830436, 0.00280112044818, 1
1, 0.827745419203, 0.0168067226891, 0
1, 0.128975044425, 0.00280112044818, 0
1, 0.128975044425, 0.00280112044818, 0
1, 0.129389061121, 0.00280112044818, 0
1, 0.133471434714, 0.00280112044818, 0
1, 0.152157115476, 0.00280112044818, 0
1, 0.171576213133, 0.00280112044818, 0
1, 0.155431024133, 0.00280112044818, 0
1, 0.145695474366, 0.00280112044818, 0
1, 0.15778997892, 0.00280112044818, 0
1, 0.132084989951, 0.00280112044818, 1
3, 0.136564163955, 0.00280112044818, 0
2, 0.41821390143, 0.00280112044818, 0
1, 0.145278681364, 0.00280112044818, 0
1, 0.118901156916, 0.00280112044818, 0
3, 0.172052353961, 0.00280112044818, 0
1, 0.138918240837, 0.00280112044818, 0
1, 0.130937045194, 0.00280112044818, 0
1, 0.162514645153, 0.00280112044818, 0
1, 0.136766448196, 0.00280112044818, 0
2, 0.160211555769, 0.00280112044818, 0
1, 0.125577815144, 0.00280112044818, 0
1, 0.133204077205, 0.00280112044818, 0
1, 0.136364635021, 0.00280112044818, 0
1, 0.136364635021, 0.00280112044818, 0
2, 0.174331486087, 0.00280112044818, 0
1, 0.274097654554, 0.00560224089636, 0
1, 0.131675738396, 0.00280112044818, 0
1, 0.743153462127, 0.0140056022409, 0
15, 0.126267666609, 0.00280112044818, 0
1, 0.15778997892, 0.00280112044818, 0
1, 0.126732928317, 0.00280112044818, 0
1, 0.14070589272, 0.00280112044818, 0
1, 0.144088663462, 0.00280112044818, 0
1, 0.152693293991, 0.00280112044818, 0
8, 0.14954444225, 0.00280112044818, 0
1, 0.172786423626, 0.00280112044818, 0
1, 0.189019500315, 0.00280112044818, 1
2, 0.145635280279, 0.00280112044818, 0
21, 0.292133959487, 0.0588235294118, 0
1, 0.159026325555, 0.00560224089636, 0
1, 0.145695474366, 0.00280112044818, 0
1, 0.126267666609, 0.00280112044818, 1
1, 0.210031079497, 0.00280112044818, 0
1, 0.129899347875, 0.00280112044818, 0
1, 0.13849283458, 0.00280112044818, 1
1, 0.140838743549, 0.00280112044818, 0
1, 0.145456010998, 0.00280112044818, 0
1, 0.151466525691, 0.00280112044818, 0
1, 0.150005399712, 0.00280112044818, 1
3, 0.126732928317, 0.00280112044818, 0
2, 0.152693293991, 0.00280112044818, 0
3, 0.443735359065, 0.00840336134454, 0
1, 0.135877432287, 0.00280112044818, 0
1, 0.143979761105, 0.00280112044818, 0
1, 0.143082775873, 0.00280112044818, 0
1, 0.153246067258, 0.00280112044818, 0
3, 0.978923664784, 0.0196078431373, 0
1, 0.573012749441, 0.0112044817927, 0
3, 0.158274930038, 0.00280112044818, 0
17, 0.461091135501, 0.00840336134454, 1
10, 0.143979761105, 0.00280112044818, 0
1, 2.3928316475, 0.047619047619, 1
2, 0.247588211146, 0.00560224089636, 0
1, 1.52787797476, 0.0280112044818, 0
4, 0.140838743549, 0.00280112044818, 1
1, 0.571604189561, 0.0112044817927, 0
1, 0.133799120248, 0.00280112044818, 0
1, 0.159941821404, 0.00280112044818, 0
1, 0.154910961381, 0.00280112044818, 0
1, 0.129899347875, 0.00280112044818, 0
1, 0.136937173269, 0.00280112044818, 0
1, 0.130714186195, 0.00280112044818, 0
1, 0.125577815144, 0.00280112044818, 0
1, 0.129389061121, 0.00280112044818, 0
1, 0.190530800521, 0.00280112044818, 0
1, 0.143289349287, 0.00280112044818, 0
1, 0.136766448196, 0.00280112044818, 0
1, 0.164435702674, 0.00280112044818, 0
1, 0.161186157662, 0.00280112044818, 1
1, 0.129899347875, 0.00280112044818, 0
1, 0.165646488528, 0.00280112044818, 0
1, 0.144588025472, 0.00280112044818, 0
1, 0.133689043123, 0.00280112044818, 0
1, 0.131939154941, 0.00280112044818, 0
1, 0.154206833345, 0.00280112044818, 0
1, 0.132109446402, 0.00280112044818, 0
1, 0.138378873001, 0.00280112044818, 0
2, 0.17938149688, 0.00280112044818, 0
